facility_id,drug_name,drug_category,nlem_level,quantity_available,unit,last_restocked,stock_status,critical_flag
MP-IND-CHC-013,Artemether-Lumefantrine Tablets,Antimalarial,P,33,tablets,2026-03-24,IN_STOCK,True
MP-IND-CHC-013,Chloroquine Phosphate 250mg,Antimalarial,P,42,tablets,2026-03-01,IN_STOCK,False
MP-IND-CHC-013,Primaquine 7.5mg,Antimalarial,P,2,tablets,2026-03-26,LOW,False
MP-IND-CHC-013,Dengue NS1 Antigen Test Kit,Diagnostic,P,16,kits,2026-02-27,IN_STOCK,True
MP-IND-CHC-013,Platelet Rich Plasma,Blood Product,S,17,units,2026-04-15,IN_STOCK,True
MP-IND-CHC-013,Normal Saline 0.9% (1L),IV Fluid,P,33,bottles,2026-04-06,IN_STOCK,True
MP-IND-CHC-013,Ringer Lactate (1L),IV Fluid,P,35,bottles,2026-03-18,IN_STOCK,True
MP-IND-CHC-013,ORS Packets (WHO formula),ORS,P,15,packets,2026-03-03,IN_STOCK,True
MP-IND-CHC-013,Zinc Sulphate Dispersible 20mg,Micronutrient,P,55,tablets,2026-04-15,IN_STOCK,False
MP-IND-CHC-013,Metronidazole 400mg,Antiprotozoal,P,28,tablets,2026-02-26,IN_STOCK,False
MP-IND-CHC-013,Amoxicillin 500mg,Antibiotic,P,28,capsules,2026-03-28,IN_STOCK,False
MP-IND-CHC-013,Azithromycin 500mg,Antibiotic,P,58,tablets,2026-03-23,IN_STOCK,False
MP-IND-CHC-013,Ciprofloxacin 500mg,Antibiotic,P,60,tablets,2026-03-18,IN_STOCK,False
MP-IND-CHC-013,Cotrimoxazole Paediatric,Antibiotic,P,74,tablets,2026-03-07,IN_STOCK,False
MP-IND-CHC-013,Gentamicin Injection 80mg,Antibiotic,P,37,ampoules,2026-04-14,IN_STOCK,True
MP-IND-CHC-013,Ceftriaxone Injection 1g,Antibiotic,S,16,vials,2026-02-25,IN_STOCK,True
MP-IND-CHC-013,Oxytocin Injection 5IU,Obstetric,P,36,ampoules,2026-03-20,IN_STOCK,True
MP-IND-CHC-013,Misoprostol 200mcg,Obstetric,P,18,tablets,2026-03-17,IN_STOCK,True
MP-IND-CHC-013,Magnesium Sulphate Injection 50%,Anticonvulsant,P,38,ampoules,2026-03-15,IN_STOCK,True
MP-IND-CHC-013,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,4,ampoules,2026-04-12,LOW,True
MP-IND-CHC-013,Hydrocortisone Injection 100mg,Corticosteroid,P,18,vials,2026-03-14,IN_STOCK,True
MP-IND-CHC-013,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,23,ampoules,2026-03-06,IN_STOCK,True
MP-IND-CHC-013,Paracetamol 500mg,Analgesic,P,54,tablets,2026-03-10,IN_STOCK,False
MP-IND-CHC-013,Ibuprofen 400mg,NSAID,P,36,tablets,2026-03-04,IN_STOCK,False
MP-IND-CHC-013,Diclofenac Sodium 50mg,NSAID,P,54,tablets,2026-04-15,IN_STOCK,False
MP-IND-CHC-013,Salbutamol Inhaler 100mcg,Bronchodilator,P,48,inhalers,2026-03-09,IN_STOCK,False
MP-IND-CHC-013,Dexamethasone Injection 4mg,Corticosteroid,P,38,ampoules,2026-04-14,IN_STOCK,True
MP-IND-CHC-013,Prednisolone 5mg,Corticosteroid,P,7,tablets,2026-03-25,LOW,False
MP-IND-CHC-013,Metformin 500mg,Antidiabetic,P,73,tablets,2026-03-05,IN_STOCK,False
MP-IND-CHC-013,Glimepiride 1mg,Antidiabetic,P,27,tablets,2026-04-08,IN_STOCK,False
MP-IND-CHC-013,Amlodipine 5mg,Antihypertensive,P,69,tablets,2026-02-26,IN_STOCK,False
MP-IND-CHC-013,Enalapril 5mg,Antihypertensive,P,34,tablets,2026-04-13,IN_STOCK,False
MP-IND-CHC-013,Tetanus Toxoid Injection,Vaccine,P,24,doses,2026-03-24,IN_STOCK,True
MP-IND-CHC-013,Anti-Tetanus Serum (ATS),Antiserum,P,2,vials,2026-03-05,LOW,True
MP-IND-CHC-013,Anti-Rabies Vaccine (ARV),Vaccine,P,27,doses,2026-02-28,IN_STOCK,True
MP-IND-CHC-013,Rabies Immunoglobulin (RIG),Immunoglobulin,S,24,vials,2026-03-23,IN_STOCK,True
MP-IND-CHC-013,Activated Charcoal Powder,Antidote,P,16,sachets,2026-04-16,IN_STOCK,True
MP-IND-CHC-013,Pralidoxime (PAM) Injection,Antidote,S,25,vials,2026-02-18,IN_STOCK,True
MP-DEW-CHC-014,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,21,vials,2026-03-03,IN_STOCK,True
MP-DEW-CHC-014,Artesunate Injection 60mg,Antimalarial,P,22,vials,2026-03-04,IN_STOCK,True
MP-DEW-CHC-014,Artemether-Lumefantrine Tablets,Antimalarial,P,16,tablets,2026-04-09,IN_STOCK,True
MP-DEW-CHC-014,Chloroquine Phosphate 250mg,Antimalarial,P,54,tablets,2026-04-06,IN_STOCK,False
MP-DEW-CHC-014,Primaquine 7.5mg,Antimalarial,P,54,tablets,2026-04-12,IN_STOCK,False
MP-DEW-CHC-014,Dengue NS1 Antigen Test Kit,Diagnostic,P,23,kits,2026-03-06,IN_STOCK,True
MP-DEW-CHC-014,Platelet Rich Plasma,Blood Product,S,3,units,2026-02-19,LOW,True
MP-DEW-CHC-014,Normal Saline 0.9% (1L),IV Fluid,P,35,bottles,2026-02-17,IN_STOCK,True
MP-DEW-CHC-014,Ringer Lactate (1L),IV Fluid,P,24,bottles,2026-03-16,IN_STOCK,True
MP-DEW-CHC-014,ORS Packets (WHO formula),ORS,P,38,packets,2026-04-09,IN_STOCK,True
MP-DEW-CHC-014,Zinc Sulphate Dispersible 20mg,Micronutrient,P,57,tablets,2026-04-16,IN_STOCK,False
MP-DEW-CHC-014,Metronidazole 400mg,Antiprotozoal,P,62,tablets,2026-03-25,IN_STOCK,False
MP-DEW-CHC-014,Amoxicillin 500mg,Antibiotic,P,61,capsules,2026-04-09,IN_STOCK,False
MP-DEW-CHC-014,Azithromycin 500mg,Antibiotic,P,31,tablets,2026-04-13,IN_STOCK,False
MP-DEW-CHC-014,Ciprofloxacin 500mg,Antibiotic,P,71,tablets,2026-03-02,IN_STOCK,False
MP-DEW-CHC-014,Cotrimoxazole Paediatric,Antibiotic,P,52,tablets,2026-02-27,IN_STOCK,False
MP-DEW-CHC-014,Gentamicin Injection 80mg,Antibiotic,P,17,ampoules,2026-03-28,IN_STOCK,True
MP-DEW-CHC-014,Ceftriaxone Injection 1g,Antibiotic,S,34,vials,2026-03-15,IN_STOCK,True
MP-DEW-CHC-014,Oxytocin Injection 5IU,Obstetric,P,37,ampoules,2026-03-13,IN_STOCK,True
MP-DEW-CHC-014,Misoprostol 200mcg,Obstetric,P,17,tablets,2026-03-21,IN_STOCK,True
MP-DEW-CHC-014,Magnesium Sulphate Injection 50%,Anticonvulsant,P,39,ampoules,2026-04-10,IN_STOCK,True
MP-DEW-CHC-014,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,18,ampoules,2026-03-28,IN_STOCK,True
MP-DEW-CHC-014,Hydrocortisone Injection 100mg,Corticosteroid,P,29,vials,2026-02-19,IN_STOCK,True
MP-DEW-CHC-014,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,2,ampoules,2026-03-08,LOW,True
MP-DEW-CHC-014,Paracetamol 500mg,Analgesic,P,43,tablets,2026-04-09,IN_STOCK,False
MP-DEW-CHC-014,Ibuprofen 400mg,NSAID,P,65,tablets,2026-03-14,IN_STOCK,False
MP-DEW-CHC-014,Diclofenac Sodium 50mg,NSAID,P,3,tablets,2026-03-11,LOW,False
MP-DEW-CHC-014,Salbutamol Inhaler 100mcg,Bronchodilator,P,35,inhalers,2026-04-07,IN_STOCK,False
MP-DEW-CHC-014,Dexamethasone Injection 4mg,Corticosteroid,P,32,ampoules,2026-03-27,IN_STOCK,True
MP-DEW-CHC-014,Prednisolone 5mg,Corticosteroid,P,62,tablets,2026-04-15,IN_STOCK,False
MP-DEW-CHC-014,Metformin 500mg,Antidiabetic,P,27,tablets,2026-04-12,IN_STOCK,False
MP-DEW-CHC-014,Glimepiride 1mg,Antidiabetic,P,5,tablets,2026-03-07,LOW,False
MP-DEW-CHC-014,Amlodipine 5mg,Antihypertensive,P,62,tablets,2026-03-22,IN_STOCK,False
MP-DEW-CHC-014,Enalapril 5mg,Antihypertensive,P,27,tablets,2026-03-17,IN_STOCK,False
MP-DEW-CHC-014,Tetanus Toxoid Injection,Vaccine,P,33,doses,2026-03-29,IN_STOCK,True
MP-DEW-CHC-014,Anti-Tetanus Serum (ATS),Antiserum,P,34,vials,2026-03-23,IN_STOCK,True
MP-DEW-CHC-014,Anti-Rabies Vaccine (ARV),Vaccine,P,1,doses,2026-04-07,LOW,True
MP-DEW-CHC-014,Rabies Immunoglobulin (RIG),Immunoglobulin,S,19,vials,2026-03-27,IN_STOCK,True
MP-DEW-CHC-014,Activated Charcoal Powder,Antidote,P,35,sachets,2026-03-28,IN_STOCK,True
MP-DEW-CHC-014,Pralidoxime (PAM) Injection,Antidote,S,25,vials,2026-04-09,IN_STOCK,True
MP-DEW-CHC-015,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,16,vials,2026-03-28,IN_STOCK,True
MP-DEW-CHC-015,Artesunate Injection 60mg,Antimalarial,P,27,vials,2026-04-02,IN_STOCK,True
MP-DEW-CHC-015,Artemether-Lumefantrine Tablets,Antimalarial,P,4,tablets,2026-02-21,LOW,True
MP-DEW-CHC-015,Chloroquine Phosphate 250mg,Antimalarial,P,41,tablets,2026-02-21,IN_STOCK,False
MP-DEW-CHC-015,Primaquine 7.5mg,Antimalarial,P,78,tablets,2026-03-28,IN_STOCK,False
MP-DEW-CHC-015,Dengue NS1 Antigen Test Kit,Diagnostic,P,19,kits,2026-02-28,IN_STOCK,True
MP-DEW-CHC-015,Platelet Rich Plasma,Blood Product,S,27,units,2026-03-17,IN_STOCK,True
MP-DEW-CHC-015,Normal Saline 0.9% (1L),IV Fluid,P,15,bottles,2026-03-23,IN_STOCK,True
MP-DEW-CHC-015,Ringer Lactate (1L),IV Fluid,P,19,bottles,2026-03-11,IN_STOCK,True
MP-DEW-CHC-015,ORS Packets (WHO formula),ORS,P,4,packets,2026-03-10,LOW,True
MP-DEW-CHC-015,Zinc Sulphate Dispersible 20mg,Micronutrient,P,67,tablets,2026-03-05,IN_STOCK,False
MP-DEW-CHC-015,Metronidazole 400mg,Antiprotozoal,P,60,tablets,2026-04-17,IN_STOCK,False
MP-DEW-CHC-015,Amoxicillin 500mg,Antibiotic,P,53,capsules,2026-04-09,IN_STOCK,False
MP-DEW-CHC-015,Azithromycin 500mg,Antibiotic,P,72,tablets,2026-03-25,IN_STOCK,False
MP-DEW-CHC-015,Ciprofloxacin 500mg,Antibiotic,P,49,tablets,2026-04-15,IN_STOCK,False
MP-DEW-CHC-015,Cotrimoxazole Paediatric,Antibiotic,P,62,tablets,2026-03-13,IN_STOCK,False
MP-DEW-CHC-015,Gentamicin Injection 80mg,Antibiotic,P,15,ampoules,2026-03-24,IN_STOCK,True
MP-DEW-CHC-015,Ceftriaxone Injection 1g,Antibiotic,S,21,vials,2026-02-24,IN_STOCK,True
MP-DEW-CHC-015,Oxytocin Injection 5IU,Obstetric,P,16,ampoules,2026-04-09,IN_STOCK,True
MP-DEW-CHC-015,Misoprostol 200mcg,Obstetric,P,38,tablets,2026-03-27,IN_STOCK,True
MP-DEW-CHC-015,Magnesium Sulphate Injection 50%,Anticonvulsant,P,17,ampoules,2026-04-05,IN_STOCK,True
MP-DEW-CHC-015,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,14,ampoules,2026-04-15,IN_STOCK,True
MP-DEW-CHC-015,Hydrocortisone Injection 100mg,Corticosteroid,P,0,vials,2026-03-03,OUT_OF_STOCK,True
MP-DEW-CHC-015,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,27,ampoules,2026-04-08,IN_STOCK,True
MP-DEW-CHC-015,Paracetamol 500mg,Analgesic,P,58,tablets,2026-04-09,IN_STOCK,False
MP-DEW-CHC-015,Ibuprofen 400mg,NSAID,P,65,tablets,2026-03-28,IN_STOCK,False
MP-DEW-CHC-015,Diclofenac Sodium 50mg,NSAID,P,65,tablets,2026-03-01,IN_STOCK,False
MP-DEW-CHC-015,Salbutamol Inhaler 100mcg,Bronchodilator,P,63,inhalers,2026-03-27,IN_STOCK,False
MP-DEW-CHC-015,Dexamethasone Injection 4mg,Corticosteroid,P,28,ampoules,2026-03-03,IN_STOCK,True
MP-DEW-CHC-015,Prednisolone 5mg,Corticosteroid,P,56,tablets,2026-02-24,IN_STOCK,False
MP-DEW-CHC-015,Metformin 500mg,Antidiabetic,P,6,tablets,2026-03-05,LOW,False
MP-DEW-CHC-015,Glimepiride 1mg,Antidiabetic,P,52,tablets,2026-03-11,IN_STOCK,False
MP-DEW-CHC-015,Amlodipine 5mg,Antihypertensive,P,72,tablets,2026-02-21,IN_STOCK,False
MP-DEW-CHC-015,Enalapril 5mg,Antihypertensive,P,27,tablets,2026-03-10,IN_STOCK,False
MP-DEW-CHC-015,Tetanus Toxoid Injection,Vaccine,P,38,doses,2026-02-27,IN_STOCK,True
MP-DEW-CHC-015,Anti-Tetanus Serum (ATS),Antiserum,P,14,vials,2026-03-11,IN_STOCK,True
MP-DEW-CHC-015,Anti-Rabies Vaccine (ARV),Vaccine,P,36,doses,2026-03-09,IN_STOCK,True
MP-DEW-CHC-015,Rabies Immunoglobulin (RIG),Immunoglobulin,S,39,vials,2026-03-05,IN_STOCK,True
MP-DEW-CHC-015,Activated Charcoal Powder,Antidote,P,35,sachets,2026-04-10,IN_STOCK,True
MP-DEW-CHC-015,Pralidoxime (PAM) Injection,Antidote,S,26,vials,2026-04-08,IN_STOCK,True
MP-DEW-CHC-016,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,29,vials,2026-02-27,IN_STOCK,True
MP-DEW-CHC-016,Artesunate Injection 60mg,Antimalarial,P,40,vials,2026-03-01,IN_STOCK,True
MP-DEW-CHC-016,Artemether-Lumefantrine Tablets,Antimalarial,P,29,tablets,2026-04-04,IN_STOCK,True
MP-DEW-CHC-016,Chloroquine Phosphate 250mg,Antimalarial,P,68,tablets,2026-03-18,IN_STOCK,False
MP-DEW-CHC-016,Primaquine 7.5mg,Antimalarial,P,46,tablets,2026-04-06,IN_STOCK,False
MP-DEW-CHC-016,Dengue NS1 Antigen Test Kit,Diagnostic,P,30,kits,2026-03-26,IN_STOCK,True
MP-DEW-CHC-016,Platelet Rich Plasma,Blood Product,S,34,units,2026-03-07,IN_STOCK,True
MP-DEW-CHC-016,Normal Saline 0.9% (1L),IV Fluid,P,28,bottles,2026-04-05,IN_STOCK,True
MP-DEW-CHC-016,Ringer Lactate (1L),IV Fluid,P,22,bottles,2026-04-03,IN_STOCK,True
MP-DEW-CHC-016,ORS Packets (WHO formula),ORS,P,37,packets,2026-03-30,IN_STOCK,True
MP-DEW-CHC-016,Zinc Sulphate Dispersible 20mg,Micronutrient,P,70,tablets,2026-03-03,IN_STOCK,False
MP-DEW-CHC-016,Metronidazole 400mg,Antiprotozoal,P,56,tablets,2026-03-26,IN_STOCK,False
MP-DEW-CHC-016,Amoxicillin 500mg,Antibiotic,P,76,capsules,2026-03-02,IN_STOCK,False
MP-DEW-CHC-016,Azithromycin 500mg,Antibiotic,P,33,tablets,2026-03-12,IN_STOCK,False
MP-DEW-CHC-016,Ciprofloxacin 500mg,Antibiotic,P,50,tablets,2026-02-19,IN_STOCK,False
MP-DEW-CHC-016,Cotrimoxazole Paediatric,Antibiotic,P,78,tablets,2026-03-26,IN_STOCK,False
MP-DEW-CHC-016,Gentamicin Injection 80mg,Antibiotic,P,22,ampoules,2026-04-15,IN_STOCK,True
MP-DEW-CHC-016,Ceftriaxone Injection 1g,Antibiotic,S,24,vials,2026-02-17,IN_STOCK,True
MP-DEW-CHC-016,Oxytocin Injection 5IU,Obstetric,P,28,ampoules,2026-04-04,IN_STOCK,True
MP-DEW-CHC-016,Misoprostol 200mcg,Obstetric,P,30,tablets,2026-03-04,IN_STOCK,True
MP-DEW-CHC-016,Magnesium Sulphate Injection 50%,Anticonvulsant,P,36,ampoules,2026-03-11,IN_STOCK,True
MP-DEW-CHC-016,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,2,ampoules,2026-03-08,LOW,True
MP-DEW-CHC-016,Hydrocortisone Injection 100mg,Corticosteroid,P,23,vials,2026-03-03,IN_STOCK,True
MP-DEW-CHC-016,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,17,ampoules,2026-04-17,IN_STOCK,True
MP-DEW-CHC-016,Paracetamol 500mg,Analgesic,P,36,tablets,2026-03-22,IN_STOCK,False
MP-DEW-CHC-016,Ibuprofen 400mg,NSAID,P,56,tablets,2026-03-18,IN_STOCK,False
MP-DEW-CHC-016,Diclofenac Sodium 50mg,NSAID,P,74,tablets,2026-03-30,IN_STOCK,False
MP-DEW-CHC-016,Salbutamol Inhaler 100mcg,Bronchodilator,P,67,inhalers,2026-04-14,IN_STOCK,False
MP-DEW-CHC-016,Dexamethasone Injection 4mg,Corticosteroid,P,2,ampoules,2026-03-14,LOW,True
MP-DEW-CHC-016,Prednisolone 5mg,Corticosteroid,P,80,tablets,2026-02-17,IN_STOCK,False
MP-DEW-CHC-016,Metformin 500mg,Antidiabetic,P,3,tablets,2026-03-22,LOW,False
MP-DEW-CHC-016,Glimepiride 1mg,Antidiabetic,P,37,tablets,2026-02-17,IN_STOCK,False
MP-DEW-CHC-016,Amlodipine 5mg,Antihypertensive,P,79,tablets,2026-03-23,IN_STOCK,False
MP-DEW-CHC-016,Enalapril 5mg,Antihypertensive,P,37,tablets,2026-02-17,IN_STOCK,False
MP-DEW-CHC-016,Tetanus Toxoid Injection,Vaccine,P,22,doses,2026-02-20,IN_STOCK,True
MP-DEW-CHC-016,Anti-Tetanus Serum (ATS),Antiserum,P,0,vials,2026-03-29,OUT_OF_STOCK,True
MP-DEW-CHC-016,Anti-Rabies Vaccine (ARV),Vaccine,P,23,doses,2026-03-30,IN_STOCK,True
MP-DEW-CHC-016,Rabies Immunoglobulin (RIG),Immunoglobulin,S,29,vials,2026-03-17,IN_STOCK,True
MP-DEW-CHC-016,Activated Charcoal Powder,Antidote,P,29,sachets,2026-03-19,IN_STOCK,True
MP-DEW-CHC-016,Pralidoxime (PAM) Injection,Antidote,S,23,vials,2026-04-07,IN_STOCK,True
MP-UJJ-CHC-017,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,35,vials,2026-04-06,IN_STOCK,True
MP-UJJ-CHC-017,Artesunate Injection 60mg,Antimalarial,P,0,vials,2026-03-27,OUT_OF_STOCK,True
MP-UJJ-CHC-017,Artemether-Lumefantrine Tablets,Antimalarial,P,37,tablets,2026-04-05,IN_STOCK,True
MP-UJJ-CHC-017,Chloroquine Phosphate 250mg,Antimalarial,P,80,tablets,2026-03-08,IN_STOCK,False
MP-UJJ-CHC-017,Primaquine 7.5mg,Antimalarial,P,78,tablets,2026-03-21,IN_STOCK,False
MP-UJJ-CHC-017,Dengue NS1 Antigen Test Kit,Diagnostic,P,1,kits,2026-04-06,LOW,True
MP-UJJ-CHC-017,Platelet Rich Plasma,Blood Product,S,20,units,2026-04-17,IN_STOCK,True
MP-UJJ-CHC-017,Normal Saline 0.9% (1L),IV Fluid,P,37,bottles,2026-03-31,IN_STOCK,True
MP-UJJ-CHC-017,Ringer Lactate (1L),IV Fluid,P,36,bottles,2026-03-12,IN_STOCK,True
MP-UJJ-CHC-017,ORS Packets (WHO formula),ORS,P,0,packets,2026-03-07,OUT_OF_STOCK,True
MP-UJJ-CHC-017,Zinc Sulphate Dispersible 20mg,Micronutrient,P,41,tablets,2026-04-14,IN_STOCK,False
MP-UJJ-CHC-017,Metronidazole 400mg,Antiprotozoal,P,55,tablets,2026-03-29,IN_STOCK,False
MP-UJJ-CHC-017,Amoxicillin 500mg,Antibiotic,P,69,capsules,2026-03-16,IN_STOCK,False
MP-UJJ-CHC-017,Azithromycin 500mg,Antibiotic,P,71,tablets,2026-02-27,IN_STOCK,False
MP-UJJ-CHC-017,Ciprofloxacin 500mg,Antibiotic,P,33,tablets,2026-03-08,IN_STOCK,False
MP-UJJ-CHC-017,Cotrimoxazole Paediatric,Antibiotic,P,44,tablets,2026-03-25,IN_STOCK,False
MP-UJJ-CHC-017,Gentamicin Injection 80mg,Antibiotic,P,17,ampoules,2026-03-18,IN_STOCK,True
MP-UJJ-CHC-017,Ceftriaxone Injection 1g,Antibiotic,S,32,vials,2026-03-25,IN_STOCK,True
MP-UJJ-CHC-017,Oxytocin Injection 5IU,Obstetric,P,28,ampoules,2026-02-28,IN_STOCK,True
MP-UJJ-CHC-017,Misoprostol 200mcg,Obstetric,P,19,tablets,2026-02-28,IN_STOCK,True
MP-UJJ-CHC-017,Magnesium Sulphate Injection 50%,Anticonvulsant,P,40,ampoules,2026-02-26,IN_STOCK,True
MP-UJJ-CHC-017,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,35,ampoules,2026-03-25,IN_STOCK,True
MP-UJJ-CHC-017,Hydrocortisone Injection 100mg,Corticosteroid,P,14,vials,2026-02-23,IN_STOCK,True
MP-UJJ-CHC-017,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,31,ampoules,2026-03-14,IN_STOCK,True
MP-UJJ-CHC-017,Paracetamol 500mg,Analgesic,P,46,tablets,2026-02-22,IN_STOCK,False
MP-UJJ-CHC-017,Ibuprofen 400mg,NSAID,P,33,tablets,2026-03-05,IN_STOCK,False
MP-UJJ-CHC-017,Diclofenac Sodium 50mg,NSAID,P,63,tablets,2026-03-17,IN_STOCK,False
MP-UJJ-CHC-017,Salbutamol Inhaler 100mcg,Bronchodilator,P,8,inhalers,2026-02-25,LOW,False
MP-UJJ-CHC-017,Dexamethasone Injection 4mg,Corticosteroid,P,26,ampoules,2026-03-19,IN_STOCK,True
MP-UJJ-CHC-017,Prednisolone 5mg,Corticosteroid,P,61,tablets,2026-03-19,IN_STOCK,False
MP-UJJ-CHC-017,Metformin 500mg,Antidiabetic,P,45,tablets,2026-03-02,IN_STOCK,False
MP-UJJ-CHC-017,Glimepiride 1mg,Antidiabetic,P,5,tablets,2026-02-24,LOW,False
MP-UJJ-CHC-017,Amlodipine 5mg,Antihypertensive,P,4,tablets,2026-03-11,LOW,False
MP-UJJ-CHC-017,Enalapril 5mg,Antihypertensive,P,7,tablets,2026-03-26,LOW,False
MP-UJJ-CHC-017,Tetanus Toxoid Injection,Vaccine,P,14,doses,2026-02-17,IN_STOCK,True
MP-UJJ-CHC-017,Anti-Tetanus Serum (ATS),Antiserum,P,28,vials,2026-04-15,IN_STOCK,True
MP-UJJ-CHC-017,Anti-Rabies Vaccine (ARV),Vaccine,P,17,doses,2026-02-27,IN_STOCK,True
MP-UJJ-CHC-017,Rabies Immunoglobulin (RIG),Immunoglobulin,S,26,vials,2026-03-25,IN_STOCK,True
MP-UJJ-CHC-017,Activated Charcoal Powder,Antidote,P,40,sachets,2026-02-18,IN_STOCK,True
MP-UJJ-CHC-017,Pralidoxime (PAM) Injection,Antidote,S,34,vials,2026-03-06,IN_STOCK,True
MP-UJJ-CHC-018,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,40,vials,2026-03-26,IN_STOCK,True
MP-UJJ-CHC-018,Artesunate Injection 60mg,Antimalarial,P,25,vials,2026-03-15,IN_STOCK,True
MP-UJJ-CHC-018,Artemether-Lumefantrine Tablets,Antimalarial,P,39,tablets,2026-04-17,IN_STOCK,True
MP-UJJ-CHC-018,Chloroquine Phosphate 250mg,Antimalarial,P,45,tablets,2026-03-19,IN_STOCK,False
MP-UJJ-CHC-018,Primaquine 7.5mg,Antimalarial,P,60,tablets,2026-03-21,IN_STOCK,False
MP-UJJ-CHC-018,Dengue NS1 Antigen Test Kit,Diagnostic,P,20,kits,2026-03-19,IN_STOCK,True
MP-UJJ-CHC-018,Platelet Rich Plasma,Blood Product,S,36,units,2026-02-28,IN_STOCK,True
MP-UJJ-CHC-018,Normal Saline 0.9% (1L),IV Fluid,P,26,bottles,2026-03-09,IN_STOCK,True
MP-UJJ-CHC-018,Ringer Lactate (1L),IV Fluid,P,13,bottles,2026-04-02,IN_STOCK,True
MP-UJJ-CHC-018,ORS Packets (WHO formula),ORS,P,14,packets,2026-03-20,IN_STOCK,True
MP-UJJ-CHC-018,Zinc Sulphate Dispersible 20mg,Micronutrient,P,71,tablets,2026-02-21,IN_STOCK,False
MP-UJJ-CHC-018,Metronidazole 400mg,Antiprotozoal,P,1,tablets,2026-03-23,LOW,False
MP-UJJ-CHC-018,Amoxicillin 500mg,Antibiotic,P,60,capsules,2026-04-04,IN_STOCK,False
MP-UJJ-CHC-018,Azithromycin 500mg,Antibiotic,P,75,tablets,2026-04-14,IN_STOCK,False
MP-UJJ-CHC-018,Ciprofloxacin 500mg,Antibiotic,P,44,tablets,2026-04-03,IN_STOCK,False
MP-UJJ-CHC-018,Cotrimoxazole Paediatric,Antibiotic,P,72,tablets,2026-03-12,IN_STOCK,False
MP-UJJ-CHC-018,Gentamicin Injection 80mg,Antibiotic,P,34,ampoules,2026-02-24,IN_STOCK,True
MP-UJJ-CHC-018,Ceftriaxone Injection 1g,Antibiotic,S,17,vials,2026-03-06,IN_STOCK,True
MP-UJJ-CHC-018,Oxytocin Injection 5IU,Obstetric,P,21,ampoules,2026-04-14,IN_STOCK,True
MP-UJJ-CHC-018,Misoprostol 200mcg,Obstetric,P,36,tablets,2026-02-18,IN_STOCK,True
MP-UJJ-CHC-018,Magnesium Sulphate Injection 50%,Anticonvulsant,P,30,ampoules,2026-03-17,IN_STOCK,True
MP-UJJ-CHC-018,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,0,ampoules,2026-03-26,OUT_OF_STOCK,True
MP-UJJ-CHC-018,Hydrocortisone Injection 100mg,Corticosteroid,P,38,vials,2026-03-15,IN_STOCK,True
MP-UJJ-CHC-018,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,17,ampoules,2026-03-29,IN_STOCK,True
MP-UJJ-CHC-018,Paracetamol 500mg,Analgesic,P,74,tablets,2026-03-14,IN_STOCK,False
MP-UJJ-CHC-018,Ibuprofen 400mg,NSAID,P,80,tablets,2026-04-03,IN_STOCK,False
MP-UJJ-CHC-018,Diclofenac Sodium 50mg,NSAID,P,71,tablets,2026-04-08,IN_STOCK,False
MP-UJJ-CHC-018,Salbutamol Inhaler 100mcg,Bronchodilator,P,29,inhalers,2026-03-13,IN_STOCK,False
MP-UJJ-CHC-018,Dexamethasone Injection 4mg,Corticosteroid,P,29,ampoules,2026-04-09,IN_STOCK,True
MP-UJJ-CHC-018,Prednisolone 5mg,Corticosteroid,P,42,tablets,2026-04-04,IN_STOCK,False
MP-UJJ-CHC-018,Metformin 500mg,Antidiabetic,P,31,tablets,2026-02-17,IN_STOCK,False
MP-UJJ-CHC-018,Glimepiride 1mg,Antidiabetic,P,49,tablets,2026-04-12,IN_STOCK,False
MP-UJJ-CHC-018,Amlodipine 5mg,Antihypertensive,P,79,tablets,2026-04-05,IN_STOCK,False
MP-UJJ-CHC-018,Enalapril 5mg,Antihypertensive,P,7,tablets,2026-03-05,LOW,False
MP-UJJ-CHC-018,Tetanus Toxoid Injection,Vaccine,P,1,doses,2026-04-05,LOW,True
MP-UJJ-CHC-018,Anti-Tetanus Serum (ATS),Antiserum,P,34,vials,2026-03-13,IN_STOCK,True
MP-UJJ-CHC-018,Anti-Rabies Vaccine (ARV),Vaccine,P,23,doses,2026-03-29,IN_STOCK,True
MP-UJJ-CHC-018,Rabies Immunoglobulin (RIG),Immunoglobulin,S,2,vials,2026-03-01,LOW,True
